task,path,ok,valid_all_checked,examples_checked,examples_passed,examples_failed,memory,params,cost,points,file_size,sha256,error,source_sha256
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\coded_b11_e5\task118.onnx,False,False,3,0,3,7561,127,7688,16.05258404934987,1358,9b7a90dc58764eff9602d478962792a98f91e3296d00d7b37d8979ba25f855b8,,9b7a90dc58764eff9602d478962792a98f91e3296d00d7b37d8979ba25f855b8
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\coded_b11_e5_zero_suppressed\task118.onnx,True,False,3,3,0,8044,127,8171,15.991653420615293,1409,7e654d8d7313aa6b6a04542669227315c994dd1564233ad02c098762114aab02,,7e654d8d7313aa6b6a04542669227315c994dd1564233ad02c098762114aab02
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\coded_b13_e6\task118.onnx,False,False,3,0,3,7561,127,7688,16.05258404934987,1358,046cddc1fc377faf17142cf22c0c672af39e8f242b4af32d521c6701a5de6c31,,046cddc1fc377faf17142cf22c0c672af39e8f242b4af32d521c6701a5de6c31
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\coded_b13_e6_global_max\task118.onnx,False,False,3,0,3,7078,127,7205,16.117469491566375,1278,c217f95f8296154df1f17d547a02144c7833fdac92cbaa3a4676356217650ab9,,c217f95f8296154df1f17d547a02144c7833fdac92cbaa3a4676356217650ab9
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\coded_b13_e6_zero_suppressed\task118.onnx,True,False,3,3,0,8044,127,8171,15.991653420615293,1409,488ad8dcb859f703279ed1fb855b89eae2ad59ad4c01e4b9ec8eee64684543f5,,488ad8dcb859f703279ed1fb855b89eae2ad59ad4c01e4b9ec8eee64684543f5
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\coded_b7_e3\task118.onnx,False,False,3,0,3,7561,127,7688,16.05258404934987,1357,0a239a001df229fac62f7d6806328c054847537940455c28c60e1d5bfb5e0845,,0a239a001df229fac62f7d6806328c054847537940455c28c60e1d5bfb5e0845
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\coded_b7_e3_zero_suppressed\task118.onnx,True,False,3,3,0,8044,127,8171,15.991653420615293,1408,04c016eaf853622b84b87e20ebd9e939c97ff5be69aadef42129fa85e24cf71d,,04c016eaf853622b84b87e20ebd9e939c97ff5be69aadef42129fa85e24cf71d
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\coded_b9_e4\task118.onnx,False,False,3,0,3,7561,127,7688,16.05258404934987,1357,f519c094b39de808ef8eaa8e8c0dc105b33039c2a22315f64bc44cf7b0bbbdc6,,f519c094b39de808ef8eaa8e8c0dc105b33039c2a22315f64bc44cf7b0bbbdc6
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\coded_b9_e4_zero_suppressed\task118.onnx,True,False,3,3,0,8044,127,8171,15.991653420615293,1408,5b41718a641744aa88560249452d5607f6170321780ec30395537544fb1eed3c,,5b41718a641744aa88560249452d5607f6170321780ec30395537544fb1eed3c
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\ordered_b11_e23_zero_suppressed\task118.onnx,False,False,3,2,1,8044,127,8171,15.991653420615293,1410,13b1137ff0ba00bc29fd25f54bffcf2f06f98f9ee08cfac4954429caebfe6a52,,13b1137ff0ba00bc29fd25f54bffcf2f06f98f9ee08cfac4954429caebfe6a52
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\ordered_b5_e11_zero_suppressed\task118.onnx,False,False,3,2,1,8044,127,8171,15.991653420615293,1409,1a0d600142fb36b1f7e66e9d9d638dff3154a843cfedf611e98557a44324469e,,1a0d600142fb36b1f7e66e9d9d638dff3154a843cfedf611e98557a44324469e
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\ordered_b7_e15_zero_suppressed\task118.onnx,False,False,3,2,1,8044,127,8171,15.991653420615293,1409,58228f9e638cf01f4276901a70e039ec11d5b4c316e80a76bfb790f15ed08b20,,58228f9e638cf01f4276901a70e039ec11d5b4c316e80a76bfb790f15ed08b20
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\ordered_b9_e19_zero_suppressed\task118.onnx,False,False,3,2,1,8044,127,8171,15.991653420615293,1409,1d5d37f8792c26d2dd38bb8561797ecc5567d97070d361b492db4ed35940cf0e,,1d5d37f8792c26d2dd38bb8561797ecc5567d97070d361b492db4ed35940cf0e
